"ORDERNUMBER","QUANTITYORDERED","PRICEEACH","ORDERLINENUMBER","SALES","ORDERDATE","STATUS","QTR_ID","MONTH_ID","YEAR_ID","PRODUCTLINE","MSRP","PRODUCTCODE","CUSTOMERNAME","PHONE","ADDRESSLINE1","ADDRESSLINE2","CITY","STATE","POSTALCODE","COUNTRY","TERRITORY","CONTACTLASTNAME","CONTACTFIRSTNAME","DEALSIZE"
13150,91,30.53,2,2777.94,"08/04/2018 00:00","Disputed",3,8,2018,"Trains",125.1,"S18_1342","Boards & Toys Co.","6259851859","9888 Elm St","","Los Angeles","TX","98393","Philippines","Japan","Davis","Lisa","Small"
13153,50,86.59,1,4329.33,"06/04/2018 00:00","Shipped",2,6,2018,"Trains",155.4,"S24_3432","Technics Stores Inc.","6138267698","4355 Oak Ave","","Dallas","AZ","77998","USA","Japan","Miller","David","Small"
13153,36,59.58,2,2144.71,"12/11/2018 00:00","Cancelled",4,12,2018,"Trucks and Buses",191.3,"S18_1749","Petit Auto","5751502602","1457 Cedar Ln","","San Antonio","IL","26615","France","APAC","Williams","Lisa","Small"
13153,56,35.72,3,2000.38,"12/11/2018 00:00","In Process",4,12,2018,"Trucks and Buses",41.7,"S700_2047","Signal Collectibles Ltd.","3787364924","2340 Pine Rd","","Phoenix","CA","15824","Australia","APAC","Miller","Emma","Small"
13153,16,76.61,4,1225.7,"02/14/2018 00:00","Disputed",1,2,2018,"Planes",33.5,"S700_2824","Online Diecast Creations Co.","7301382578","1536 Elm St","","San Jose","CA","86039","Denmark","APAC","Williams","Amy","Large"
13154,37,95.01,1,3515.34,"02/25/2018 00:00","Shipped",1,2,2018,"Classic Cars",158.7,"S32_3207","Quebec Home Shopping Network","9317593826","5824 Pine Rd","","New York","PA","20121","Australia","Japan","Davis","Emma","Medium"
13154,52,79.74,2,4146.73,"03/22/2018 00:00","Resolved",1,3,2018,"Planes",148.9,"S12_3891","Collectable Mini Designs Co.","5197044382","2967 Oak Ave","","Chicago","AZ","73574","Italy","Japan","Williams","Amy","Small"
13154,20,69.59,3,1391.84,"02/02/2018 00:00","In Process",1,2,2018,"Ships",134.8,"S18_3685","Rovelli Gifts","3074231435","500 Oak Ave","","Philadelphia","CA","70164","Finland",NA,"Davis","Mike","Large"
13154,15,47.96,4,719.46,"12/26/2018 00:00","Disputed",4,12,2018,"Trucks and Buses",174.5,"S18_2957","Tokyo Collectables, Ltd","5492564960","7269 Oak Ave","","Dallas","CA","10015","Finland",NA,"Smith","Tom","Medium"
13154,94,37.13,5,3490.49,"10/09/2018 00:00","On Hold",4,10,2018,"Classic Cars",116.1,"S72_1253","Double Decker Gift Stores, Ltd","9796155412","9086 Cedar Ln","","New York","TX","86280","Japan","Japan","Davis","Amy","Medium"
13156,86,47.21,1,4060.25,"12/29/2018 00:00","On Hold",4,12,2018,"Trucks and Buses",207,"S24_2972","Handji Gifts& Co","6777491120","3953 Main St","","New York","TX","87433","Canada","APAC","Rodriguez","Amy","Large"
13156,15,77.9,2,1168.47,"04/20/2018 00:00","Cancelled",2,4,2018,"Trucks and Buses",47.5,"S18_4409","Tekni Collectables Inc.","2977992371","8139 Cedar Ln","","New York","TX","84146","USA","APAC","Smith","Jane","Small"
13158,39,96.46,1,3761.92,"02/18/2018 00:00","Cancelled",1,2,2018,"Trains",37.4,"S24_3420","Oulu Toy Supplies, Inc.","7343911310","1476 Main St","","Chicago","AZ","87632","Switzerland","EMEA","Rodriguez","David","Large"
13158,49,46.9,2,2298.34,"02/12/2018 00:00","Cancelled",1,2,2018,"Classic Cars",129.4,"S24_3969","Baane Mini Imports","7369364568","8264 Cedar Ln","","Phoenix","TX","13905","Australia",NA,"Garcia","Mike","Small"
13160,87,79.3,1,6899.48,"01/28/2018 00:00","In Process",1,1,2018,"Trucks and Buses",42.1,"S24_4620","Signal Collectibles Ltd.","8782556464","3388 Main St","","San Antonio","NY","38356","Austria","Japan","Smith","Mike","Small"
13160,57,45.64,2,2601.57,"04/09/2018 00:00","On Hold",2,4,2018,"Vintage Cars",66.3,"S24_1785","Quebec Home Shopping Network","6016551581","9539 Cedar Ln","","New York","CA","89399","Germany","APAC","Martinez","Mike","Small"
13160,43,93.3,3,4011.74,"07/21/2018 00:00","Disputed",3,7,2018,"Vintage Cars",197.6,"S12_3148","Handji Gifts& Co","5745057129","6183 Elm St","","Phoenix","TX","97716","Philippines","Japan","Garcia","Tom","Small"
13160,11,96.04,4,1056.41,"04/07/2018 00:00","On Hold",2,4,2018,"Trucks and Buses",71.1,"S24_1937","Corporate Gift Ideas Co.","6164002661","203 Pine Rd","","Los Angeles","CA","23955","USA","Japan","Brown","Mike","Small"
13160,90,53.48,5,4812.99,"04/04/2018 00:00","Shipped",2,4,2018,"Ships",170.4,"S24_4278","Diecast Classics Inc.","4624237274","5511 Oak Ave","","Dallas","IL","96647","Singapore","Japan","Martinez","Amy","Medium"
13161,14,62.48,1,874.73,"11/12/2018 00:00","Disputed",4,11,2018,"Planes",88,"S700_2466","Toms Spezialitten, Ltd","1913532010","5776 Elm St","","Chicago","PA","62352","Japan","Japan","Smith","Tom","Small"
13161,10,62.31,2,623.1,"05/21/2018 00:00","Disputed",2,5,2018,"Classic Cars",118.7,"S18_1342","Gifts4AllAges.com","1254194028","6363 Oak Ave","","San Antonio","AZ","75039","France","Japan","Johnson","Jane","Large"
13161,6,57.31,3,343.84,"12/28/2018 00:00","Cancelled",4,12,2018,"Planes",72.6,"S50_4713","Enaco Distributors","5239271421","261 Main St","","Los Angeles","IL","76690","Italy","APAC","Johnson","Tom","Small"
13162,54,40.51,1,2187.75,"02/13/2018 00:00","Disputed",1,2,2018,"Vintage Cars",47.8,"S12_1666","Clover Collections, Co.","3293008887","4019 Pine Rd","","San Diego","AZ","34005","Norway","APAC","Johnson","Chris","Medium"
13162,72,41.16,2,2963.32,"09/02/2018 00:00","Shipped",3,9,2018,"Planes",150.2,"S18_1129","Scandinavian Gift Ideas","3274114375","7785 Elm St","","Phoenix","PA","93408","UK",NA,"Miller","John","Large"
13165,35,76.51,1,2677.86,"04/13/2018 00:00","Resolved",2,4,2018,"Planes",46.9,"S24_2841","Mini Creations Ltd.","7944149689","1747 Oak Ave","","San Jose","IL","19590","Germany","EMEA","Martinez","Tom","Small"
13166,44,52.69,1,2318.31,"05/26/2018 00:00","In Process",2,5,2018,"Planes",129.6,"S18_4721","The Sharp Gifts Warehouse","5635299526","3640 Oak Ave","","Phoenix","PA","95899","Canada",NA,"Davis","Tom","Large"
13166,42,38.27,2,1607.42,"04/18/2018 00:00","Resolved",2,4,2018,"Ships",96.9,"S18_3278","Collectable Mini Designs Co.","1551952667","5466 Pine Rd","","San Antonio","NY","86899","Spain",NA,"Miller","David","Medium"
13166,83,61.73,3,5123.84,"08/05/2018 00:00","On Hold",3,8,2018,"Trucks and Buses",125,"S12_4675","Gifts4AllAges.com","3986955327","3259 Cedar Ln","","Houston","IL","94199","Ireland",NA,"Davis","Tom","Medium"
13166,13,44.42,4,577.49,"09/15/2018 00:00","On Hold",3,9,2018,"Vintage Cars",161.2,"S24_1046","Online Diecast Creations Co.","8083539729","6158 Cedar Ln","","Los Angeles","TX","45146","Norway","Japan","Martinez","Chris","Medium"
13167,40,73.22,1,2928.99,"10/29/2018 00:00","Shipped",4,10,2018,"Planes",173.2,"S24_4258","Australian Collectors, Co.","8398032844","246 Oak Ave","","San Diego","AZ","42003","Japan","APAC","Rodriguez","Jane","Small"
13167,46,57.03,2,2623.59,"03/04/2018 00:00","Resolved",1,3,2018,"Trains",141.9,"S24_2841","Oulu Toy Supplies, Inc.","9249139596","2705 Oak Ave","","New York","TX","10174","Philippines","APAC","Garcia","Sarah","Small"
13167,48,69.96,3,3358.14,"01/24/2018 00:00","In Process",1,1,2018,"Ships",126.7,"S18_2957","Diecast Classics Inc.","3292665694","7589 Pine Rd","","Phoenix","IL","53745","Italy","APAC","Johnson","Emma","Small"
13167,10,27.76,4,277.62,"03/20/2018 00:00","Resolved",1,3,2018,"Vintage Cars",209.7,"S32_4289","Mini Gifts Distributors Ltd.","4172162086","8152 Pine Rd","","Phoenix","TX","97375","Italy","Japan","Johnson","Jane","Medium"
13167,89,61.6,5,5482.64,"04/02/2018 00:00","Resolved",2,4,2018,"Trains",127.8,"S12_2823","Marta's Replicas Co.","5166235215","3644 Elm St","","Houston","PA","58103","USA","EMEA","Smith","Sarah","Medium"
13170,20,42.25,1,844.98,"10/14/2018 00:00","Cancelled",4,10,2018,"Ships",149.6,"S32_1268","Super Scale Inc.","7619092735","5381 Pine Rd","","Los Angeles","IL","35281","Finland",NA,"Brown","Tom","Small"
13170,85,68.26,2,5802.39,"05/19/2018 00:00","In Process",2,5,2018,"Vintage Cars",179.3,"S18_2319","Handji Gifts& Co","3701019059","8616 Elm St","","Phoenix","TX","61669","Denmark","APAC","Williams","Lisa","Small"
13170,83,58.33,3,4841.67,"10/21/2018 00:00","Resolved",4,10,2018,"Vintage Cars",152.2,"S24_2022","Toys of Finland, Co.","9531108881","2594 Pine Rd","","Chicago","CA","42011","Canada","APAC","Johnson","Jane","Small"
13171,62,82.88,1,5138.41,"08/01/2018 00:00","Shipped",3,8,2018,"Planes",120.6,"S24_3191","Men 'R' US Retailers, Ltd.","7367969383","441 Main St","","San Jose","AZ","43537","Austria",NA,"Smith","Tom","Large"
13171,55,58.07,2,3193.82,"02/25/2018 00:00","On Hold",1,2,2018,"Planes",107.6,"S72_1253","Collectable Mini Designs Co.","4101629715","7734 Oak Ave","","Philadelphia","CA","45196","Singapore","Japan","Garcia","Mike","Large"
13171,36,35.86,3,1291.04,"04/18/2018 00:00","Shipped",2,4,2018,"Classic Cars",161.2,"S700_1138","Danish Wholesale Imports","8263624623","6203 Elm St","","San Jose","TX","55405","Canada","APAC","Martinez","Tom","Small"
13174,66,44.46,1,2934.04,"05/09/2018 00:00","On Hold",2,5,2018,"Trucks and Buses",203.5,"S18_2319","Australian Gift Network, Co","8715309521","3119 Pine Rd","","Los Angeles","AZ","42429","Switzerland","Japan","Smith","David","Medium"
13176,83,66.23,1,5496.73,"05/31/2018 00:00","In Process",2,5,2018,"Trains",78.9,"S700_3962","Technics Stores Inc.","5213207152","6083 Cedar Ln","","San Diego","IL","92883","Australia","Japan","Rodriguez","Mike","Small"
13176,35,81.2,2,2842.06,"12/19/2018 00:00","Resolved",4,12,2018,"Planes",86.3,"S18_3140","Auto Canal Petit","9186506981","5766 Main St","","Phoenix","CA","30903","France","Japan","Martinez","Lisa","Medium"
13176,42,28.11,3,1180.73,"04/16/2018 00:00","Disputed",2,4,2018,"Planes",147.7,"S18_4668","Collectable Mini Designs Co.","2805658320","3789 Oak Ave","","Los Angeles","IL","98154","France",NA,"Rodriguez","David","Small"
13176,77,62.74,4,4831.05,"03/16/2018 00:00","On Hold",1,3,2018,"Classic Cars",131.7,"S18_3136","Corporate Gift Ideas Co.","3707415303","8682 Cedar Ln","","Philadelphia","TX","57871","Belgium","Japan","Miller","Sarah","Medium"
13176,50,86.73,5,4336.33,"11/06/2018 00:00","Resolved",4,11,2018,"Motorcycles",143.8,"S12_3990","Toys4GrownUps.com","1091255263","4381 Cedar Ln","","New York","NY","95833","Japan",NA,"Johnson","Mike","Large"
13178,51,73.22,1,3733.99,"06/04/2018 00:00","In Process",2,6,2018,"Trucks and Buses",93,"S24_3856","Atelier graphique","9432335232","8161 Oak Ave","","Phoenix","CA","86800","Finland","APAC","Williams","Mike","Large"
13178,51,76.3,2,3891.09,"10/13/2018 00:00","Cancelled",4,10,2018,"Ships",104.5,"S18_2248","Cruz & Sons Co.","1134568518","6707 Cedar Ln","","San Diego","TX","96955","Japan",NA,"Davis","Tom","Medium"
13178,11,42.32,3,465.57,"02/23/2018 00:00","In Process",1,2,2018,"Vintage Cars",204.4,"S18_3259","Gift Ideas Corp.","7834995908","6441 Main St","","San Jose","CA","20344","Denmark",NA,"Miller","Mike","Medium"
13178,65,40.76,4,2649.17,"04/06/2018 00:00","Shipped",2,4,2018,"Trains",189.3,"S700_2047","Classic Gift Ideas, Inc","3533598447","6959 Oak Ave","","San Jose","TX","86495","Belgium","APAC","Martinez","Emma","Large"
13178,6,59.37,5,356.2,"04/21/2018 00:00","On Hold",2,4,2018,"Ships",153.3,"S12_1666","Heintze Collectables","4859117344","7604 Pine Rd","","New York","PA","87341","Singapore",NA,"Jones","David","Small"
13182,38,56.67,1,2153.59,"04/10/2018 00:00","On Hold",2,4,2018,"Trains",183.3,"S700_2466","The Sharp Gifts Warehouse","1768078893","2657 Elm St","","Chicago","NY","23152","Sweden","EMEA","Johnson","Amy","Medium"
13182,62,89.5,2,5549.06,"06/10/2018 00:00","On Hold",2,6,2018,"Trains",112.3,"S12_3990","Australian Collectables, Ltd","6557145184","5374 Pine Rd","","Chicago","IL","46124","Belgium","APAC","Martinez","Tom","Medium"
13182,55,57.96,3,3187.92,"06/14/2018 00:00","On Hold",2,6,2018,"Motorcycles",197.6,"S18_3782","giftsbymail.co.uk","2435174389","5580 Oak Ave","","Houston","TX","99031","Finland","Japan","Smith","Mike","Small"
13185,48,47.64,1,2286.83,"08/30/2018 00:00","Disputed",3,8,2018,"Trains",119.9,"S700_1691","Men 'R' US Retailers, Ltd.","5164508789","1340 Elm St","","Los Angeles","CA","14929","Singapore","EMEA","Brown","Mike","Large"
13185,87,30.26,2,2632.95,"04/20/2018 00:00","Resolved",2,4,2018,"Vintage Cars",142.4,"S18_4522","Online Diecast Creations Co.","3525714438","3223 Elm St","","San Antonio","PA","27141","Sweden",NA,"Martinez","Mike","Large"
13186,26,52.38,1,1361.86,"09/01/2018 00:00","Resolved",3,9,2018,"Planes",59,"S18_3782","Double Decker Gift Stores, Ltd","8559684654","7402 Oak Ave","","San Diego","PA","78952","Singapore","EMEA","Jones","Jane","Small"
13186,83,87.03,2,7223.17,"05/30/2018 00:00","In Process",2,5,2018,"Trains",139.6,"S24_2766","Gift Ideas Corp.","3552336146","5134 Pine Rd","","Chicago","TX","61425","France",NA,"Smith","Emma","Small"
13187,15,67.62,1,1014.32,"01/02/2018 00:00","Shipped",1,1,2018,"Trucks and Buses",204.5,"S18_2957","Euro Shopping Channel","2783307065","6658 Elm St","","Philadelphia","CA","61538","USA","EMEA","Miller","Mike","Small"
13187,50,94.85,2,4742.52,"10/21/2018 00:00","Shipped",4,10,2018,"Classic Cars",35.9,"S24_2841","Tokyo Collectables, Ltd","2718169970","5234 Pine Rd","","Los Angeles","IL","84438","Austria","EMEA","Davis","Tom","Large"
13187,71,69.09,3,4905.3,"02/09/2018 00:00","Cancelled",1,2,2018,"Ships",102.3,"S18_2870","Petit Auto","2259564471","4473 Elm St","","Dallas","CA","12314","Switzerland",NA,"Rodriguez","Chris","Small"
13187,17,92.69,4,1575.79,"01/02/2018 00:00","Shipped",1,1,2018,"Motorcycles",202.8,"S18_2625","Toys of Finland, Co.","4289827724","6872 Oak Ave","","Phoenix","AZ","83537","Germany","EMEA","Brown","Emma","Small"
13187,23,64.18,5,1476.03,"12/20/2018 00:00","On Hold",4,12,2018,"Trains",48,"S24_2011","Clover Collections, Co.","7298258627","7752 Main St","","Philadelphia","CA","57352","Switzerland",NA,"Rodriguez","John","Medium"
13188,85,73.44,1,6242.64,"09/17/2018 00:00","Disputed",3,9,2018,"Planes",134,"S24_2840","Blauer See Auto, Co.","5493971249","4788 Oak Ave","","San Diego","TX","80835","Ireland",NA,"Martinez","Mike","Medium"
13188,64,79.38,2,5080.41,"04/28/2018 00:00","In Process",2,4,2018,"Vintage Cars",174.2,"S24_4278","Bavarian Collectables Imports, Co.","1324691467","8975 Pine Rd","","New York","IL","43344","Norway","EMEA","Rodriguez","Amy","Large"
13188,62,52.66,3,3264.95,"10/06/2018 00:00","On Hold",4,10,2018,"Planes",206.8,"S18_3482","La Corne D'abondance, Co.","4999216629","1434 Pine Rd","","San Diego","CA","62419","Sweden","APAC","Brown","John","Large"
13192,51,31.74,1,1618.93,"11/30/2018 00:00","In Process",4,11,2018,"Vintage Cars",37.7,"S50_1392","Lyon Souveniers","2968377794","3943 Elm St","","Dallas","NY","13684","Finland","APAC","Jones","Emma","Small"
13192,75,72.99,2,5474.12,"04/01/2018 00:00","On Hold",2,4,2018,"Classic Cars",201,"S12_3891","West Coast Collectables Co.","1576194998","6878 Main St","","Dallas","CA","97199","Australia","Japan","Brown","Mike","Medium"
13193,42,77.13,1,3239.25,"02/10/2018 00:00","In Process",1,2,2018,"Classic Cars",205,"S50_1341","Danish Wholesale Imports","2223788376","9739 Cedar Ln","","San Jose","CA","89153","Italy","Japan","Rodriguez","Mike","Small"
13193,34,47.8,2,1625.04,"04/10/2018 00:00","Resolved",2,4,2018,"Motorcycles",120,"S24_3432","Petit Auto","9913134532","2992 Pine Rd","","Philadelphia","CA","29583","Italy","EMEA","Miller","Mike","Large"
13193,9,42.06,3,378.58,"03/23/2018 00:00","Resolved",1,3,2018,"Motorcycles",204.8,"S18_3136","Petit Auto","8497681023","8834 Oak Ave","","New York","AZ","98469","Singapore","Japan","Davis","Lisa","Small"
13193,88,99.23,4,8732.53,"08/24/2018 00:00","Disputed",3,8,2018,"Trucks and Buses",56.8,"S12_3148","Clover Collections, Co.","9114455141","2753 Cedar Ln","","San Diego","TX","74385","Philippines","APAC","Brown","Jane","Small"
13197,47,43.55,1,2046.7,"02/07/2018 00:00","In Process",1,2,2018,"Planes",166.3,"S18_2625","Blauer See Auto, Co.","1962751870","496 Cedar Ln","","San Jose","NY","28135","UK","Japan","Brown","Amy","Large"
13197,10,28.03,2,280.28,"06/30/2018 00:00","Shipped",2,6,2018,"Trains",99.1,"S18_4409","Royal Canadian Collectables, Ltd.","3083631747","7567 Pine Rd","","San Antonio","TX","57086","Japan",NA,"Miller","Jane","Medium"
13198,87,66.43,1,5779.58,"09/22/2018 00:00","Shipped",3,9,2018,"Classic Cars",139.4,"S10_4698","Motor Mint Distributors Inc.","2413046127","7610 Pine Rd","","San Diego","CA","14212","Japan","EMEA","Brown","Jane","Medium"
13198,73,72.53,2,5295.02,"01/22/2018 00:00","In Process",1,1,2018,"Trains",102.6,"S18_1129","Australian Collectors, Co.","6784512817","4669 Main St","","Phoenix","IL","99878","USA","EMEA","Brown","David","Large"
13199,53,38.05,1,2016.64,"12/08/2018 00:00","Cancelled",4,12,2018,"Classic Cars",110,"S18_4522","Mini Classics","7881372225","1595 Elm St","","Chicago","TX","37101","Belgium","EMEA","Jones","Jane","Medium"
13199,14,98.28,2,1375.95,"03/06/2018 00:00","Shipped",1,3,2018,"Trains",172.1,"S24_1937","Mini Gifts Distributors Ltd.","1765836725","1059 Main St","","San Jose","IL","56050","USA","EMEA","Martinez","Mike","Medium"
13199,39,79.51,3,3100.84,"12/13/2018 00:00","Shipped",4,12,2018,"Trucks and Buses",135.5,"S72_3212","Enaco Distributors","2854853403","1515 Main St","","Houston","CA","88338","Japan",NA,"Martinez","Emma","Medium"
13204,80,62.32,1,4985.67,"02/06/2018 00:00","On Hold",1,2,2018,"Vintage Cars",115.2,"S18_4027","Collectables For Less Inc.","7719879688","4786 Pine Rd","","Chicago","PA","93502","Spain",NA,"Garcia","Tom","Large"
13204,27,47.4,2,1279.72,"11/09/2018 00:00","Disputed",4,11,2018,"Planes",152.4,"S18_2238","CAF Imports","9488031782","3593 Elm St","","San Jose","TX","17495","France",NA,"Brown","John","Medium"
13209,55,52.33,1,2877.89,"10/19/2018 00:00","Cancelled",4,10,2018,"Ships",183.7,"S12_1099","Quebec Home Shopping Network","2496108799","4728 Cedar Ln","","San Antonio","NY","44353","Singapore","Japan","Jones","Jane","Small"
13209,88,59.89,2,5270.7,"02/07/2018 00:00","Disputed",1,2,2018,"Ships",152,"S50_1514","La Corne D'abondance, Co.","6886847113","1358 Main St","","New York","CA","83951","Ireland",NA,"Smith","Sarah","Medium"
13210,69,35.82,1,2471.67,"04/17/2018 00:00","Disputed",2,4,2018,"Trucks and Buses",83.4,"S24_2360","Blauer See Auto, Co.","4174513455","6318 Main St","","San Jose","AZ","17239","Ireland","APAC","Williams","Sarah","Large"
13211,83,72.84,1,6045.58,"12/11/2018 00:00","In Process",4,12,2018,"Vintage Cars",168.5,"S24_3432","Vida Sport, Ltd","3599879356","4608 Cedar Ln","","New York","TX","56009","Germany","Japan","Johnson","Sarah","Medium"
13213,70,40.2,1,2814.34,"08/31/2018 00:00","Cancelled",3,8,2018,"Motorcycles",91.1,"S12_3891","Blauer See Auto, Co.","6337139515","3140 Oak Ave","","New York","PA","58207","Switzerland","APAC","Jones","Tom","Medium"
13213,77,89.5,2,6891.58,"08/18/2018 00:00","Shipped",3,8,2018,"Trucks and Buses",98.2,"S18_2238","Suominen Souveniers","9377681966","7856 Elm St","","Dallas","NY","64095","Belgium","EMEA","Jones","Tom","Large"
13213,91,57.95,3,5273.01,"10/12/2018 00:00","Cancelled",4,10,2018,"Vintage Cars",123.7,"S24_3432","Stylish Desk Decors, Co.","2246006527","2190 Main St","","San Jose","CA","59089","Spain","Japan","Rodriguez","David","Small"
13213,74,53.17,4,3934.67,"10/01/2018 00:00","On Hold",4,10,2018,"Trains",211.9,"S700_4002","Australian Collectables, Ltd","2144217756","5820 Elm St","","San Jose","CA","77123","Germany","Japan","Brown","Jane","Small"
13213,47,94.12,5,4423.79,"10/26/2018 00:00","Resolved",4,10,2018,"Classic Cars",134.3,"S72_1253","Corrida Auto Replicas, Ltd","5648371848","5776 Oak Ave","","Phoenix","TX","41323","Germany",NA,"Miller","John","Large"
13214,30,94.2,1,2825.96,"04/03/2018 00:00","Shipped",2,4,2018,"Planes",190,"S18_3232","Australian Gift Network, Co","9611741827","3397 Elm St","","San Antonio","CA","75887","Italy","Japan","Garcia","David","Small"
13214,12,44.23,2,530.81,"08/04/2018 00:00","On Hold",3,8,2018,"Trucks and Buses",152.3,"S32_2509","Toms Spezialitten, Ltd","7606994996","4246 Pine Rd","","Dallas","AZ","22877","Japan","APAC","Rodriguez","Chris","Large"
13214,69,98.04,3,6764.61,"09/25/2018 00:00","Disputed",3,9,2018,"Trucks and Buses",63.8,"S24_3151","Corporate Gift Ideas Co.","3395152103","5653 Main St","","San Antonio","PA","43978","France","Japan","Johnson","Sarah","Large"
13215,79,27.44,1,2167.85,"06/09/2018 00:00","In Process",2,6,2018,"Trucks and Buses",41.3,"S18_4933","Classic Gift Ideas, Inc","5197137581","3632 Pine Rd","","San Diego","NY","63825","Australia","APAC","Smith","John","Large"
13215,46,93.59,2,4305.3,"01/30/2018 00:00","Disputed",1,1,2018,"Vintage Cars",151.5,"S18_4600","Diecast Collectables","9242142851","1820 Oak Ave","","Chicago","CA","74047","UK","EMEA","Rodriguez","David","Large"
13215,9,50.86,3,457.71,"06/07/2018 00:00","On Hold",2,6,2018,"Ships",147.5,"S32_1374","Vitachrome Inc.","2868542732","9902 Cedar Ln","","San Antonio","NY","82957","USA","Japan","Williams","Lisa","Small"
13215,88,57.42,4,5052.61,"12/17/2018 00:00","Resolved",4,12,2018,"Vintage Cars",120.9,"S24_3856","La Corne D'abondance, Co.","9257483321","8450 Main St","","Chicago","TX","38873","USA",NA,"Rodriguez","David","Large"
13215,72,63.32,5,4558.94,"05/28/2018 00:00","Cancelled",2,5,2018,"Ships",86.1,"S18_1889","Petit Auto","1502868235","5719 Elm St","","San Diego","CA","78541","Japan","Japan","Jones","Jane","Medium"
13216,49,52.28,1,2561.63,"08/18/2018 00:00","Resolved",3,8,2018,"Trucks and Buses",149.9,"S12_1099","Volvo Model Replicas, Co","7922216338","4388 Cedar Ln","","Los Angeles","TX","42751","Singapore","Japan","Miller","David","Small"
13216,69,52.72,2,3637.78,"03/20/2018 00:00","Shipped",1,3,2018,"Classic Cars",141.8,"S700_2824","Super Scale Inc.","1802103292","4117 Oak Ave","","San Diego","CA","89116","Japan","Japan","Rodriguez","David","Large"
13221,24,37.4,1,897.58,"03/12/2018 00:00","Shipped",1,3,2018,"Vintage Cars",149.3,"S10_2016","Vitachrome Inc.","3532277255","2401 Main St","","Dallas","CA","13670","France",NA,"Williams","Lisa","Medium"
13221,78,35.53,2,2771.28,"08/25/2018 00:00","Disputed",3,8,2018,"Planes",209.7,"S12_1108","Men 'R' US Retailers, Ltd.","1903502942","9468 Oak Ave","","San Antonio","NY","31049","Italy","EMEA","Jones","Mike","Small"
13221,14,61.58,3,862.18,"10/22/2018 00:00","Disputed",4,10,2018,"Trains",100,"S18_3259","Scandinavian Gift Ideas","2285874466","5365 Cedar Ln","","Chicago","NY","63488","Spain","EMEA","Jones","Jane","Large"
13221,23,55.01,4,1265.32,"09/21/2018 00:00","Shipped",3,9,2018,"Vintage Cars",200.3,"S18_2238","La Rochelle Gifts","2028716161","1604 Pine Rd","","Los Angeles","TX","19334","Spain","Japan","Garcia","John","Small"
13226,15,39.33,1,589.99,"08/12/2018 00:00","In Process",3,8,2018,"Motorcycles",122.6,"S700_1138","Mini Caravy","4244378434","5323 Pine Rd","","Los Angeles","TX","72047","Canada","EMEA","Smith","Amy","Medium"
13226,26,56.14,2,1459.59,"10/15/2018 00:00","Disputed",4,10,2018,"Classic Cars",148.3,"S18_2795","Diecast Classics Inc.","7085027864","5587 Cedar Ln","","San Diego","NY","70273","Australia",NA,"Jones","Sarah","Small"
13226,19,61.26,3,1163.93,"09/18/2018 00:00","Resolved",3,9,2018,"Planes",203.7,"S32_2509","Australian Collectables, Ltd","1123581031","1760 Elm St","","Los Angeles","TX","90788","Japan",NA,"Davis","David","Medium"
13226,6,92.23,4,553.35,"08/05/2018 00:00","In Process",3,8,2018,"Planes",198.3,"S32_2509","Boards & Toys Co.","1326616343","1122 Cedar Ln","","San Diego","TX","71764","Finland","EMEA","Brown","Amy","Medium"
13226,11,47.31,5,520.43,"01/12/2018 00:00","Resolved",1,1,2018,"Classic Cars",141.4,"S10_1678","Diecast Collectables","5482856197","4811 Main St","","New York","CA","48744","UK","EMEA","Garcia","Lisa","Large"
13227,92,39.02,1,3589.73,"10/02/2018 00:00","Shipped",4,10,2018,"Vintage Cars",184.2,"S24_2766","Royal Canadian Collectables, Ltd.","5729306401","7377 Oak Ave","","San Jose","AZ","33902","Spain","Japan","Smith","John","Medium"
13227,42,77.64,2,3260.7,"11/02/2018 00:00","Resolved",4,11,2018,"Motorcycles",161.5,"S10_1949","Diecast Collectables","4351321468","9965 Cedar Ln","","Houston","TX","60913","Switzerland","Japan","Miller","Chris","Large"
13227,22,47.09,3,1036.06,"11/14/2018 00:00","On Hold",4,11,2018,"Motorcycles",142.3,"S18_2949","Online Mini Collectables","2182136772","1448 Cedar Ln","","San Jose","AZ","11826","Ireland",NA,"Williams","Sarah","Medium"
13228,41,77.86,1,3192.13,"02/01/2018 00:00","Resolved",1,2,2018,"Motorcycles",167.5,"S32_4485","L'ordine Souveniers","3676311293","1986 Oak Ave","","San Antonio","CA","89282","Italy","Japan","Martinez","David","Large"
13228,42,93.95,2,3946.02,"06/26/2018 00:00","In Process",2,6,2018,"Planes",76.9,"S24_2300","Muscle Machine Inc","5295983173","7726 Pine Rd","","San Jose","NY","96445","Singapore",NA,"Johnson","Amy","Large"
13228,11,30.91,3,339.97,"10/30/2018 00:00","Shipped",4,10,2018,"Trains",191.6,"S10_1678","Herkku Gifts","1762728499","9210 Main St","","San Antonio","CA","35808","Italy",NA,"Garcia","Lisa","Medium"
13228,13,53.21,4,691.7,"12/13/2018 00:00","Disputed",4,12,2018,"Motorcycles",135.3,"S18_4409","Diecast Classics Inc.","5061861918","6825 Pine Rd","","Chicago","CA","47582","France","Japan","Smith","Mike","Small"
13228,77,79.42,5,6115.16,"10/24/2018 00:00","Disputed",4,10,2018,"Vintage Cars",117.7,"S24_4620","Mini Gifts Distributors Ltd.","3909381970","2575 Main St","","Dallas","AZ","21760","Switzerland","APAC","Williams","Jane","Medium"
